0;2444;407;156.09059233449477;38.76190476190476;0
1;2162;125;150.14700514352083;46.9750566893424;0
2;2238;201;167.8078014016292;61.64409890940503;0
3;1868;169;159.4846426154113;71.86847044184265;0
4;2574;537;236.06101811545344;116.16671135214335;0
5;1390;647;226.39434740062512;166.72226265193922;0
6;2238;201;270.8655013067212;169.98680906604025;0
7;1836;201;254.0653025759998;172.94044629784594;0
8;1836;201;256.6072830507594;175.61278474567013;0
9;1336;701;279.8130934919182;225.64966238893965;0
10;1749;288;305.6078975960561;231.5877897804692;0
11;2542;505;369.05987482848747;257.627047896615;0
12;1803;234;330.8706649145084;255.37685285884214;0
13;2433;396;374.3417514151011;268.76953353895243;0
14;1423;614;356.34869262760014;301.6486255828617;0
15;1901;136;364.6592701009298;285.8725660035416;0
16;1336;701;374.70565784973786;325.4085120984424;0
17;2031;6;379.6721341056281;294.98865380335263;0
18;2270;233;385.71497383075996;289.0849724887476;0
19;1792;245;358.4041400861347;284.8864036802955;0
20;1564;473;364.323838707432;302.8019842821721;0
21;2401;364;410.6971781104408;308.63036673148906;0
22;2281;244;398.9885037723965;302.4750937094425;0
23;1705;332;373.5656729833878;305.28698954663844;0
24;1879;158;368.7104056376993;291.25965720886336;0
25;2401;364;400.76353773724475;298.1873089032573;0
26;1749;288;368.0357675926988;297.217089007709;0
27;2216;179;380.10669332719203;285.9583186260224;0
28;1901;136;351.155765507413;271.6765739949726;0
29;1684;353;347.9376786646629;279.42166218592763;0
30;2292;255;375.38379986036284;277.0957895967917;2000
31;1434;603;363.05456456587996;308.13428582566866;2000
32;2151;114;380.4430961635545;289.645306223224;2000
33;1564;473;368.41947957190354;307.10765801148835;2000
34;2162;125;381.09265341058403;289.76407153420377;2000
35;1760;277;360.3265702750813;288.5484456738034;2000
36;2422;385;401.3570246739702;297.73430799058406;2000
37;1521;516;377.1790037410253;318.5215167533856;2000
38;1879;158;380.10039943584053;303.2337532530631;2000
39;1466;571;384.2116273641345;328.7353005622952;2000
40;2281;244;416.29135623305547;320.6652719373147;2000
41;2140;103;389.69450232932655;299.9352460385228;2000
42;1738;299;370.0000201098088;299.8461749872349;2000
43;1629;408;374.48085443152274;310.1465392741649;2000
44;2422;385;419.9449310129573;317.27544029567304;2000
45;1531;506;393.5785148189242;335.2492078865613;2000
46;2194;157;409.7719663692705;318.2730928497459;2000
47;2075;38;378.5764945431611;291.5804173402463;2000
